1.979999999999999881e-04,3.880000000000000115e-01
1.980999999999999905e-04,3.920000000000000151e-01
1.981999999999999929e-04,3.920000000000000151e-01
1.982999999999999954e-04,3.880000000000000115e-01
1.983999999999999978e-04,3.800000000000000044e-01
1.985000000000000002e-04,3.840000000000000080e-01
1.986000000000000027e-04,3.960000000000000187e-01
1.987000000000000051e-04,3.920000000000000151e-01
1.988000000000000075e-04,3.920000000000000151e-01
1.989000000000000100e-04,3.920000000000000151e-01
1.990000000000000124e-04,3.920000000000000151e-01
1.991000000000000148e-04,3.920000000000000151e-01
1.992000000000000172e-04,3.920000000000000151e-01
1.993000000000000197e-04,3.920000000000000151e-01
1.994000000000000221e-04,3.840000000000000080e-01
1.995000000000000245e-04,3.840000000000000080e-01
1.996000000000000270e-04,3.960000000000000187e-01
1.997000000000000294e-04,3.880000000000000115e-01
1.998000000000000318e-04,3.840000000000000080e-01
1.999000000000000343e-04,3.920000000000000151e-01
2.000000000000000367e-04,3.920000000000000151e-01
2.001000000000000391e-04,3.920000000000000151e-01
2.002000000000000416e-04,3.880000000000000115e-01
2.003000000000000440e-04,3.840000000000000080e-01
2.004000000000000464e-04,3.840000000000000080e-01
2.005000000000000488e-04,3.880000000000000115e-01
2.006000000000000513e-04,3.880000000000000115e-01
2.007000000000000537e-04,3.920000000000000151e-01
2.008000000000000561e-04,3.880000000000000115e-01
2.009000000000000586e-04,3.920000000000000151e-01
2.010000000000000610e-04,3.840000000000000080e-01
2.011000000000000634e-04,3.880000000000000115e-01
2.012000000000000659e-04,3.920000000000000151e-01
2.013000000000000683e-04,3.920000000000000151e-01
2.014000000000000707e-04,3.840000000000000080e-01
2.015000000000000731e-04,3.920000000000000151e-01
2.016000000000000756e-04,3.920000000000000151e-01
2.017000000000000780e-04,3.920000000000000151e-01
2.018000000000000804e-04,3.800000000000000044e-01
2.019000000000000829e-04,3.920000000000000151e-01
2.020000000000000853e-04,3.920000000000000151e-01
2.021000000000000877e-04,3.880000000000000115e-01
2.022000000000000902e-04,3.880000000000000115e-01
2.023000000000000926e-04,3.880000000000000115e-01
2.024000000000000950e-04,3.920000000000000151e-01
2.025000000000000975e-04,3.880000000000000115e-01
2.026000000000000999e-04,3.920000000000000151e-01
2.027000000000001023e-04,3.840000000000000080e-01
2.028000000000001047e-04,3.840000000000000080e-01
2.029000000000001072e-04,3.920000000000000151e-01
2.030000000000001096e-04,3.880000000000000115e-01
2.031000000000001120e-04,3.920000000000000151e-01
2.032000000000001145e-04,3.880000000000000115e-01
2.033000000000001169e-04,3.880000000000000115e-01
2.034000000000001193e-04,3.800000000000000044e-01
2.035000000000001218e-04,3.880000000000000115e-01
2.036000000000001242e-04,3.920000000000000151e-01
2.037000000000001266e-04,3.880000000000000115e-01
2.038000000000001291e-04,3.880000000000000115e-01
2.039000000000001315e-04,3.920000000000000151e-01
2.040000000000001339e-04,3.840000000000000080e-01
2.041000000000001363e-04,3.880000000000000115e-01
2.042000000000001388e-04,3.880000000000000115e-01
2.043000000000001412e-04,3.840000000000000080e-01
2.044000000000001436e-04,3.880000000000000115e-01
2.045000000000001461e-04,3.920000000000000151e-01
2.046000000000001485e-04,3.920000000000000151e-01
2.047000000000001509e-04,3.920000000000000151e-01
2.048000000000001534e-04,3.880000000000000115e-01
2.049000000000001558e-04,3.920000000000000151e-01
2.050000000000001582e-04,3.840000000000000080e-01
2.051000000000001607e-04,3.880000000000000115e-01
2.052000000000001631e-04,3.840000000000000080e-01
2.053000000000001655e-04,3.840000000000000080e-01
2.054000000000001679e-04,3.920000000000000151e-01
2.055000000000001704e-04,3.960000000000000187e-01
2.056000000000001728e-04,3.880000000000000115e-01
2.057000000000001752e-04,3.880000000000000115e-01
2.058000000000001777e-04,3.840000000000000080e-01
2.059000000000001801e-04,3.880000000000000115e-01
2.060000000000001825e-04,3.760000000000000009e-01
2.061000000000001850e-04,3.920000000000000151e-01
2.062000000000001874e-04,3.920000000000000151e-01
2.063000000000001898e-04,3.920000000000000151e-01
2.064000000000001923e-04,3.920000000000000151e-01
2.065000000000001947e-04,3.880000000000000115e-01
2.066000000000001971e-04,3.920000000000000151e-01
2.067000000000001995e-04,3.880000000000000115e-01
2.068000000000002020e-04,3.840000000000000080e-01
2.069000000000002044e-04,3.920000000000000151e-01
2.070000000000002068e-04,3.880000000000000115e-01
2.071000000000002093e-04,3.880000000000000115e-01
